Max Capacity,Status,Generator
75,1,GEN_352109_SHIVLAKH_220_S2
200,0,GEN_352109_SHIVLAKH_220_W1
187,0,GEN_352109_SHIVLAKH_220_W2
33,1,GEN_352113_DHASA_220_V1
198,1,GEN_352114_BOTAD_220_V1
80,0,GEN_352117_OTHA_220_W1
62,1,GEN_352121_SARDRGDH_220_S1
74,1,GEN_352121_SARDRGDH_220_S2
53,0,GEN_352121_SARDRGDH_220_W1
300,1,GEN_352123_SINDHOLI_220_W1
300,1,GEN_352124_SUTHARI_220_W1
200,1,GEN_352126_VASTAS_220_W1
105,1,GEN_352127_ESSARBHANDER_220_G1
105,1,GEN_352127_ESSARBHANDER_220_G2
105,1,GEN_352127_ESSARBHANDER_220_G3
200,1,GEN_352127_ESSARBHANDER_220_G4
145,1,GEN_352127_ESSARBHANDER_220_G5
465,1,GEN_352128_ENER-SAM_220_W1
350,1,GEN_352130_HAZR-EXT_220_GT
350,1,GEN_352131_PIPAVAV_220_1
300,1,GEN_352135_BHUJPOOL_220_V1
700,1,GEN_352136_BANASKANTHA_220_1
300,1,GEN_352137_OPGPOWER_220_1
66,1,GEN_352201_BHACHUNDA_220_V1
205,1,GEN_352201_BHACHUNDA_220_W1
210,1,GEN_354004_WANAK4_400_1
210,1,GEN_354004_WANAK4_400_2
210,1,GEN_354004_WANAK4_400_3
210,1,GEN_354004_WANAK4_400_4
800,1,GEN_354004_WANAK4_400_8
500,1,GEN_354007_UKAI4_400_6
200,1,GEN_354011_SSP4_400_1
200,1,GEN_354011_SSP4_400_2
200,1,GEN_354011_SSP4_400_3
200,1,GEN_354011_SSP4_400_4
200,1,GEN_354011_SSP4_400_5
200,1,GEN_354011_SSP4_400_6
382,1,GEN_354012_SUGEN4_400_G1
382,1,GEN_354012_SUGEN4_400_G2
382,1,GEN_354012_SUGEN4_400_G3
330,1,GEN_354015_MUNDRA4_400_3
330,1,GEN_354015_MUNDRA4_400_4
660,1,GEN_354015_MUNDRA4_400_5
660,1,GEN_354015_MUNDRA4_400_6
660,1,GEN_354015_MUNDRA4_400_7
660,1,GEN_354015_MUNDRA4_400_8
660,1,GEN_354015_MUNDRA4_400_9
800,1,GEN_354023_CGPL_400_1
800,1,GEN_354023_CGPL_400_2
800,1,GEN_354023_CGPL_400_3
800,1,GEN_354023_CGPL_400_4
800,1,GEN_354023_CGPL_400_5
630,1,GEN_354026_VADINAR_400_1
630,1,GEN_354026_VADINAR_400_2
383,1,GEN_354032_SUGEN-UN_400_G1
400,1,GEN_354033_DGEN_400_1
400,1,GEN_354033_DGEN_400_2
400,1,GEN_354033_DGEN_400_3
660,0,GEN_354038_EPGLPH2_400_1
660,0,GEN_354038_EPGLPH2_400_2
700,1,GEN_354078_KAKRAPARAPP_400_1
700,1,GEN_354078_KAKRAPARAPP_400_2
500,0,GEN_354135_BHUJPOOL_400_SF
1000,0,GEN_354135_BHUJPOOL_400_WF
1500,0,GEN_354136_BANASKANTHA_400_SF
250,1,GEN_354140_CHARANKASOL_400_2
250,0,GEN_354140_CHARANKASOL_400_S
23,1,GEN_361002_GSAGA1_132_1
23,1,GEN_361002_GSAGA1_132_2
23,1,GEN_361002_GSAGA1_132_3
23,1,GEN_361002_GSAGA1_132_4
23,1,GEN_361002_GSAGA1_132_5
88,1,GEN_361007_PENCH1_132_1
88,1,GEN_361007_PENCH1_132_2
49.5,1,GEN_361028_BARGI1_132_1
49.5,1,GEN_361028_BARGI1_132_2
30,0,GEN_361029_AMK132_132_1
35,0,GEN_361029_AMK132_132_2
16.5,1,GEN_361033_RAJGHAT_132_1
16.5,1,GEN_361033_RAJGHAT_132_2
16.5,1,GEN_361033_RAJGHAT_132_3
20,1,GEN_361112_CHAPDA_132_1
22,0,GEN_361146_MADIKHED_132_1
22,1,GEN_361146_MADIKHED_132_2
250,0,GEN_361163_MANDSOUR_132_SF
16.5,1,GEN_361177_BANSGR-2_132_1
16.5,1,GEN_361177_BANSGR-2_132_2
250,0,GEN_361192_SHAJAPUR_132_SF
22,1,GEN_361199_BANSGR-3_132_1
22,1,GEN_361199_BANSGR-3_132_2
22,1,GEN_361199_BANSGR-3_132_3
11,1,GEN_361201_BANSGR-4_132_1
11,1,GEN_361201_BANSGR-4_132_2
49.5,1,GEN_361227_BLA-TPS_132_1
49.5,1,GEN_361227_BLA-TPS_132_2
220,1,GEN_362003_SAT2_220_6
220,1,GEN_362003_SAT2_220_7
210,1,GEN_362017_BIRST2_220_1
210,1,GEN_362017_BIRST2_220_2
210,1,GEN_362017_BIRST2_220_3
210,1,GEN_362017_BIRST2_220_4
500,1,GEN_362017_BIRST2_220_5
120,1,GEN_362026_AMARK2_220_1
120,1,GEN_362026_AMARK2_220_2
210,1,GEN_362026_AMARK2_220_3
115,1,GEN_362028_BANSG-I_220_1
115,1,GEN_362028_BANSG-I_220_2
115,1,GEN_362028_BANSG-I_220_3
65,1,GEN_362046_OMKSR_220_1
65,1,GEN_362046_OMKSR_220_2
65,1,GEN_362046_OMKSR_220_3
65,1,GEN_362046_OMKSR_220_4
65,1,GEN_362046_OMKSR_220_5
65,1,GEN_362046_OMKSR_220_6
65,1,GEN_362046_OMKSR_220_7
65,1,GEN_362046_OMKSR_220_8
22,1,GEN_362067_BIRSNG-H_220_1
250,1,GEN_362085_AGAR_220_S1
250,1,GEN_362086_NEEMUCH_220_S1
180,1,GEN_362148_SEISUNSHINE_220_S
210,1,GEN_364003_SATPU4_400_10
210,1,GEN_364003_SATPU4_400_11
210,1,GEN_364003_SATPU4_400_8
210,1,GEN_364003_SATPU4_400_9
125,1,GEN_364006_INDSGR4_400_1
125,1,GEN_364006_INDSGR4_400_2
125,1,GEN_364006_INDSGR4_400_3
125,1,GEN_364006_INDSGR4_400_4
125,1,GEN_364006_INDSGR4_400_5
125,1,GEN_364006_INDSGR4_400_6
125,1,GEN_364006_INDSGR4_400_7
125,1,GEN_364006_INDSGR4_400_8
210,1,GEN_364008_VINDH_W4_400_1
500,1,GEN_364008_VINDH_W4_400_10
210,1,GEN_364008_VINDH_W4_400_2
210,1,GEN_364008_VINDH_W4_400_3
210,1,GEN_364008_VINDH_W4_400_4
210,1,GEN_364008_VINDH_W4_400_5
210,1,GEN_364008_VINDH_W4_400_6
500,1,GEN_364008_VINDH_W4_400_7
500,1,GEN_364008_VINDH_W4_400_8
500,1,GEN_364008_VINDH_W4_400_9
250,0,GEN_364015_RAJGARH_400_SF
500,1,GEN_364022_VINDH-IV-V_400_1
500,1,GEN_364022_VINDH-IV-V_400_2
500,1,GEN_364022_VINDH-IV-V_400_3
600,1,GEN_364027_MAHAN_400_1
600,1,GEN_364027_MAHAN_400_2
250,1,GEN_364028_JP-BINA_400_1
250,1,GEN_364028_JP-BINA_400_2
600,1,GEN_364030_MALWA_400_1
600,1,GEN_364030_MALWA_400_2
660,1,GEN_364033_NIGRI_400_1
660,1,GEN_364033_NIGRI_400_2
600,1,GEN_364034_ANUPPUR_400_1
600,1,GEN_364034_ANUPPUR_400_2
600,0,GEN_364036_ARYANMP_400_1
600,0,GEN_364036_ARYANMP_400_2
600,1,GEN_364038_JHABUAPOWER_400_1
600,1,GEN_364038_JHABUAPOWER_400_2
750,1,GEN_364083_REWAUMSPP_400_S
250,0,GEN_364084_MORENA_400_SF
660,1,GEN_368024_SASAN_765_1
660,1,GEN_368024_SASAN_765_2
660,1,GEN_368024_SASAN_765_3
660,1,GEN_368024_SASAN_765_4
660,1,GEN_368024_SASAN_765_5
660,1,GEN_368024_SASAN_765_6
800,1,GEN_368027_GADARWARAST_765_1
800,1,GEN_368027_GADARWARAST_765_2
660,1,GEN_368039_DWARKESH_400_1
660,1,GEN_368039_DWARKESH_400_2
660,1,GEN_368040_KHARGONE_400_1
660,1,GEN_368040_KHARGONE_400_2
210,1,GEN_371006_BHUSA1_132_2
210,1,GEN_371006_BHUSA1_132_3
57,1,GEN_371008_AHMED1_132_W1
50,1,GEN_371009_BABLE1_132_W1
75,1,GEN_371037_LONAND_132_W1
30,1,GEN_371048_RAJANGN_132_S1
80,1,GEN_371065_PAITHAN_132_W1
50,1,GEN_371068_SHIRALA_132_V1
90,1,GEN_371068_SHIRALA_132_W1
4.5,1,GEN_371085_KHAPRALE_132_1
6,1,GEN_371085_KHAPRALE_132_2
100,1,GEN_371085_KHAPRALE_132_W1
100,1,GEN_371089_PACHPATA_132_W1
100,1,GEN_371118_RAIMOH_132_V1
22,1,GEN_371119_BHANDHR_132_1
22,1,GEN_371119_BHANDHR_132_2
100,1,GEN_371121_SHEVGAON_132_V1
18,1,GEN_371155_DAUND_132_1
50,1,GEN_371156_SHRIGNDA_132_V1
50,1,GEN_371160_NANDURBR_132_W1
60,1,GEN_371165_VAITRAN_132_1
108,1,GEN_371192_KHANDKE_132_W1
40,1,GEN_371197_KHARDA_132_V1
50,1,GEN_371197_KHARDA_132_V2
100,0,GEN_371204_PATHARDI_132_W1
40,1,GEN_371210_PHALTAN_132_S1
60,1,GEN_371210_PHALTAN_132_W1
25,1,GEN_371211_WAI_132_W1
4.5,1,GEN_371212_VIR-HYDR_132_1
4.5,1,GEN_371212_VIR-HYDR_132_2
7.5,1,GEN_371215_ELDARI_132_1
7.5,1,GEN_371215_ELDARI_132_2
7.5,1,GEN_371215_ELDARI_132_3
50,1,GEN_371220_GANGAKHD_132_S1
75,1,GEN_371227_ASHTI_132_V1
16,1,GEN_371231_BHATGHAR_132_1
50,1,GEN_371237_CHAKUR_132_V1
50,1,GEN_371241_NALDURG_132_S1
50,1,GEN_371241_NALDURG_132_S2
20,1,GEN_371246_MUKHED_132_1
100,1,GEN_371253_MANMAD_132_V1
8,0,GEN_371272_VARASGN_132_1
30,1,GEN_371276_BAMBAWADE_132_V1
50,1,GEN_371276_BAMBAWADE_132_W1
15,0,GEN_371277_MANDRUP_132_1
57,1,GEN_371279_SUPA_132_W1
8,1,GEN_371286_PANSHET_132_1
12,1,GEN_371289_UJANI-HY_132_1
75,1,GEN_371296_KARAD_132_V1
12,1,GEN_371306_BHIPU1_100_1
12,1,GEN_371306_BHIPU1_100_2
12,1,GEN_371306_BHIPU1_100_3
12,1,GEN_371306_BHIPU1_100_4
24,1,GEN_371306_BHIPU1_100_5
24,1,GEN_371306_BHIPU1_100_6
12,1,GEN_371311_KHOPO1_100_1
12,1,GEN_371311_KHOPO1_100_2
12,1,GEN_371311_KHOPO1_100_3
12,1,GEN_371311_KHOPO1_100_4
12,1,GEN_371311_KHOPO1_100_5
12,1,GEN_371311_KHOPO1_100_6
12,1,GEN_371311_KHOPO1_100_7
12,1,GEN_371311_KHOPO1_100_8
100,1,GEN_371401_SAKRI_132_W1
80,1,GEN_371402_RAJPIMPARI_132_W1
200,1,GEN_371403_SANGOLA_132_W1
75,1,GEN_371404_MAYANI_132_W1
50,1,GEN_371409_BAMBARWADI_132_W1
75,1,GEN_371412_CHAVANESHWAR_132_W1
75,1,GEN_372004_KARAD2_220_W1
100,1,GEN_372004_KARAD2_220_W2
30,1,GEN_372004_KARAD2_220_W3
210,1,GEN_372005_PARLI2_220_3
210,1,GEN_372005_PARLI2_220_4
210,1,GEN_372005_PARLI2_220_5
250,1,GEN_372005_PARLI2_220_6
250,1,GEN_372005_PARLI2_220_7
250,1,GEN_372005_PARLI2_220_8
210,1,GEN_372006_CHAND2_220_1
160,1,GEN_372007_TAPS2_220_1
160,1,GEN_372007_TAPS2_220_2
200,1,GEN_372009_KORAD2_220_5
250,1,GEN_372016_SHOLA2_220_V1
108,1,GEN_372024_URAN2_220_5
108,1,GEN_372024_URAN2_220_6
108,1,GEN_372024_URAN2_220_G1
108,1,GEN_372024_URAN2_220_G2
120,1,GEN_372024_URAN2_220_G3
120,1,GEN_372024_URAN2_220_G4
210,0,GEN_372026_BARAMATI_220_1
80,1,GEN_372034_KOY3-PEDAMBE_220_1
80,1,GEN_372034_KOY3-PEDAMBE_220_2
80,1,GEN_372034_KOY3-PEDAMBE_220_3
80,1,GEN_372034_KOY3-PEDAMBE_220_4
50,1,GEN_372039_AHMED2_220_V1
65,1,GEN_372040_KOY12-PHOPLI_220_1
65,1,GEN_372040_KOY12-PHOPLI_220_2
65,1,GEN_372040_KOY12-PHOPLI_220_3
65,1,GEN_372040_KOY12-PHOPLI_220_4
78,1,GEN_372040_KOY12-PHOPLI_220_5
78,1,GEN_372040_KOY12-PHOPLI_220_6
78,1,GEN_372040_KOY12-PHOPLI_220_7
78,1,GEN_372040_KOY12-PHOPLI_220_8
60,1,GEN_372043_TILLA2_220_1
40,0,GEN_372046_WARDH2_220_1
40,0,GEN_372046_WARDH2_220_2
60,0,GEN_372050_CHALI2_220_1
140,1,GEN_372051_NASIK2_220_1
140,1,GEN_372051_NASIK2_220_2
210,1,GEN_372051_NASIK2_220_3
210,1,GEN_372051_NASIK2_220_4
210,1,GEN_372051_NASIK2_220_5
500,1,GEN_372052_TROMB2_220_5
500,1,GEN_372052_TROMB2_220_6
150,1,GEN_372052_TROMB2_220_7
250,1,GEN_372052_TROMB2_220_8
180,1,GEN_372052_TROMB2_220_G1
210,1,GEN_372053_KKHED2_220_1
210,1,GEN_372053_KKHED2_220_2
210,1,GEN_372053_KKHED2_220_3
210,1,GEN_372053_KKHED2_220_4
100,1,GEN_372055_MIRAJ2_220_V1
200,1,GEN_372058_PANDHRPR_220_W1
100,1,GEN_372065_ALEPHAT_220_V1
100,1,GEN_372073_TILAWANI_220_V1
50,0,GEN_372076_MALHRPTH_220_W1
205,0,GEN_372077_WANKUSWD_220_W1
125,1,GEN_372078_MUMEWADI_220_V1
60,1,GEN_372084_BEED2_220_V1
100,1,GEN_372086_OSMANABD_220_S1
20,1,GEN_372088_KDPH22_220_1
20,1,GEN_372088_KDPH22_220_2
150,1,GEN_372089_BHIRA2_220_7
250,1,GEN_372090_DAHAN2_220_1
250,1,GEN_372090_DAHAN2_220_2
40,1,GEN_372105_BHIRA_220_1
40,1,GEN_372105_BHIRA_220_2
93,1,GEN_372110_VITA2_220_W1
250,1,GEN_372110_VITA2_220_W2
250,1,GEN_372111_PARAS_220_3
250,1,GEN_372111_PARAS_220_4
330,1,GEN_372115_JAMDE_220_W1
22,1,GEN_372126_BHIGWAN_220_1
24,0,GEN_372138_PURTY_220_1
231,1,GEN_372142_GHATNDAR_220_W1
125,1,GEN_372145_GHATGR_220_1
125,1,GEN_372145_GHATGR_220_2
100,1,GEN_372152_SAWANGI_220_V1
50,1,GEN_372159_NIGHDE_220_V1
100,1,GEN_372159_NIGHDE_220_W1
100,1,GEN_372160_WATHAR_220_V1
22,1,GEN_372170_PAWAS_220_1
15,1,GEN_372176_SUN-FLEG_220_1
15,1,GEN_372176_SUN-FLEG_220_2
30,1,GEN_372179_VALVE_220_V1
170,1,GEN_372179_VALVE_220_W1
255,1,GEN_372180_GANGAPUR_220_W1
50,0,GEN_372181_SATARA_220_W1
22,1,GEN_372184_INDORAM_220_1
200,1,GEN_372186_PARANDA_220_V1
100,1,GEN_372186_PARANDA_220_V2
63,0,GEN_372187_CHND-MDC_220_1
27,1,GEN_372188_MATRDEV_220_1
22,0,GEN_372190_FINOLEX_220_1
135,1,GEN_372195_KSK-WRDH_220_1
135,1,GEN_372195_KSK-WRDH_220_2
135,1,GEN_372195_KSK-WRDH_220_3
135,1,GEN_372195_KSK-WRDH_220_4
150,1,GEN_372196_BABLSWR2_220_V1
100,1,GEN_372196_BABLSWR2_220_W1
75,1,GEN_372198_HALKARNI_220_V1
300,0,GEN_372203_VIDARBHA_220_1
300,0,GEN_372203_VIDARBHA_220_2
62.5,1,GEN_372204_ABHI-NG_220_1
62.5,1,GEN_372204_ABHI-NG_220_2
62.5,0,GEN_372204_ABHI-NG_220_3
62.5,0,GEN_372204_ABHI-NG_220_4
50,1,GEN_372215_PHALTAN_220_S1
125,1,GEN_372301_ALKUD_220_V1
100,1,GEN_372301_ALKUD_220_V2
250,1,GEN_372402_JATH_220_V1
150,1,GEN_372402_JATH_220_W1
115,1,GEN_372402_JATH_220_W2
100,1,GEN_372403_KHANDAKE_220_W1
250,1,GEN_372404_HIWARWADI_220_W2
100,0,GEN_372405_PANAMA_220_W1
100,1,GEN_372406_RATNAGIRI_220_W1
25,1,GEN_372407_KADEGAON_220_W1
75,1,GEN_372408_TULJAPUR_220_S1
250,1,GEN_372410_BHUD_220_V1
210,1,GEN_374006_CHNDR4_400_2
210,1,GEN_374006_CHNDR4_400_3
210,1,GEN_374006_CHNDR4_400_4
500,1,GEN_374006_CHNDR4_400_5
500,1,GEN_374006_CHNDR4_400_6
500,1,GEN_374006_CHNDR4_400_7
210,1,GEN_374009_KORADI-I_400_1
210,1,GEN_374009_KORADI-I_400_2
540,1,GEN_374017_TAPS4_400_1
540,1,GEN_374017_TAPS4_400_2
300,1,GEN_374023_JAIGAD_400_1
300,1,GEN_374023_JAIGAD_400_2
300,1,GEN_374023_JAIGAD_400_3
300,1,GEN_374023_JAIGAD_400_4
640,1,GEN_374024_RGPPL_400_1
663.54,1,GEN_374024_RGPPL_400_2
663.54,1,GEN_374024_RGPPL_400_3
235,1,GEN_374024_RGPPL_400_4
250,1,GEN_374026_KOY4-4_400_1
250,1,GEN_374026_KOY4-4_400_2
250,1,GEN_374026_KOY4-4_400_3
250,1,GEN_374026_KOY4-4_400_4
500,1,GEN_374027_K-KHD-NEW_400_5
500,1,GEN_374030_BHUSAWAL-II_400_4
500,1,GEN_374030_BHUSAWAL-II_400_5
500,1,GEN_374031_MAUDA_400_1
500,1,GEN_374031_MAUDA_400_2
660,1,GEN_374031_MAUDA_400_3
660,1,GEN_374031_MAUDA_400_4
660,1,GEN_374032_TIRODA_400_1
660,1,GEN_374032_TIRODA_400_2
660,1,GEN_374032_TIRODA_400_3
300,1,GEN_374034_EMCO_400_1
300,1,GEN_374034_EMCO_400_2
270,1,GEN_374035_IEPL_400_1
270,1,GEN_374035_IEPL_400_2
270,1,GEN_374036_AMRAVATIIBL_400_1
270,1,GEN_374036_AMRAVATIIBL_400_10
270,1,GEN_374036_AMRAVATIIBL_400_2
270,1,GEN_374036_AMRAVATIIBL_400_3
270,1,GEN_374036_AMRAVATIIBL_400_4
270,1,GEN_374036_AMRAVATIIBL_400_5
270,1,GEN_374036_AMRAVATIIBL_400_6
270,1,GEN_374036_AMRAVATIIBL_400_7
270,1,GEN_374036_AMRAVATIIBL_400_8
270,1,GEN_374036_AMRAVATIIBL_400_9
500,1,GEN_374037_CHANDRPR-II_400_8
500,1,GEN_374037_CHANDRPR-II_400_9
660,1,GEN_374038_KORADI-II_400_10
660,1,GEN_374038_KORADI-II_400_8
660,1,GEN_374038_KORADI-II_400_9
300,1,GEN_374039_DHARIWAL_400_1
270,1,GEN_374055_SINNARTPP_400_1
270,1,GEN_374055_SINNARTPP_400_10
270,1,GEN_374055_SINNARTPP_400_2
270,1,GEN_374055_SINNARTPP_400_3
270,1,GEN_374055_SINNARTPP_400_4
270,1,GEN_374055_SINNARTPP_400_5
270,1,GEN_374055_SINNARTPP_400_6
270,1,GEN_374055_SINNARTPP_400_7
270,1,GEN_374055_SINNARTPP_400_8
270,1,GEN_374055_SINNARTPP_400_9
660,1,GEN_374090_SOLAPURSTPP_400_1
660,1,GEN_374090_SOLAPURSTPP_400_2
660,1,GEN_374092_LANCOVIDARB_400_1
660,1,GEN_374092_LANCOVIDARB_400_2
1740,1,GEN_374102_JAITAPURNPP_400_1
660,1,GEN_378032_TIRODA_765_1
660,1,GEN_378032_TIRODA_765_2
660,1,GEN_378057_BARETHI_765_1
660,1,GEN_378057_BARETHI_765_2
660,1,GEN_378057_BARETHI_765_3
660,1,GEN_378057_BARETHI_765_4
210,1,GEN_410001_KAHALG_15.75_1
210,1,GEN_410001_KAHALG_15.75_2
210,1,GEN_410001_KAHALG_15.75_3
210,1,GEN_410001_KAHALG_15.75_4
110,1,GEN_411001_KANTI_132_1
110,1,GEN_411001_KANTI_132_2
110,1,GEN_411025_BARAUNI_132_1
110,1,GEN_411025_BARAUNI_132_2
195,1,GEN_412001_KANTI_220_1
195,1,GEN_412001_KANTI_220_2
250,1,GEN_412025_BARAUNI_220_1
250,1,GEN_412025_BARAUNI_220_2
500,1,GEN_414010_KAHALGAON-B_400_1
500,1,GEN_414010_KAHALGAON-B_400_2
500,1,GEN_414010_KAHALGAON-B_400_3
500,1,GEN_414020_NABINAGAR-I_400_1
500,1,GEN_414020_NABINAGAR-I_400_2
660,1,GEN_414031_NABINAGAR-II_400_1
660,1,GEN_414031_NABINAGAR-II_400_2
660,1,GEN_414031_NABINAGAR-II_400_3
660,1,GEN_414052_BARH-I_400_1
660,1,GEN_414052_BARH-I_400_2
660,1,GEN_414052_BARH-I_400_3
660,0,GEN_414066_JAS_400_1
660,0,GEN_414066_JAS_400_2
660,0,GEN_414066_JAS_400_3
660,0,GEN_414066_JAS_400_4
660,0,GEN_414094_BUXAR_400_1
660,0,GEN_414094_BUXAR_400_2
660,0,GEN_414095_PIRPAINTI_400_1
660,0,GEN_414095_PIRPAINTI_400_2
660,1,GEN_414102_BARH-II_400_4
660,1,GEN_414102_BARH-II_400_5
500,1,GEN_420001_TALCHRG_21_1
500,1,GEN_420001_TALCHRG_21_2
500,1,GEN_420001_TALCHRG_21_3
500,1,GEN_420001_TALCHRG_21_4
500,1,GEN_420002_TALCHRG_21_5
500,1,GEN_420002_TALCHRG_21_6
170,1,GEN_420003_TALAG_15.75_1
170,1,GEN_420003_TALAG_15.75_2
170,1,GEN_420003_TALAG_15.75_3
170,1,GEN_420003_TALAG_15.75_4
170,1,GEN_420003_TALAG_15.75_5
170,1,GEN_420003_TALAG_15.75_6
62.5,0,GEN_421008_TALCHER-OD_132_1
62.5,0,GEN_421008_TALCHER-OD_132_2
62.5,0,GEN_421008_TALCHER-OD_132_3
62.5,0,GEN_421008_TALCHER-OD_132_4
32,1,GEN_421011_HIRAKD-BURLA_132_1
32,1,GEN_421011_HIRAKD-BURLA_132_2
49.5,1,GEN_421011_HIRAKD-BURLA_132_3
49.5,1,GEN_421011_HIRAKD-BURLA_132_4
37.5,1,GEN_421011_HIRAKD-BURLA_132_5
37.5,1,GEN_421011_HIRAKD-BURLA_132_6
37.5,1,GEN_421011_HIRAKD-BURLA_132_7
185,0,GEN_421516_RSP1_132_1
24,1,GEN_421521_CHIPLIMA_132_1
24,1,GEN_421521_CHIPLIMA_132_2
24,1,GEN_421521_CHIPLIMA_132_3
54,0,GEN_421535_ICCL1_132_1
54,0,GEN_421535_ICCL1_132_2
120,0,GEN_421602_HINDALCO_132_1
120,0,GEN_421602_HINDALCO_132_2
120,0,GEN_421602_HINDALCO_132_3
95,0,GEN_421603_NBVLBSSL_132_1
150,1,GEN_422001_INDRAVATI_220_1
150,1,GEN_422001_INDRAVATI_220_2
150,1,GEN_422001_INDRAVATI_220_3
150,1,GEN_422001_INDRAVATI_220_4
60,1,GEN_422002_BALIMELA_220_1
60,1,GEN_422002_BALIMELA_220_2
60,1,GEN_422002_BALIMELA_220_3
60,1,GEN_422002_BALIMELA_220_4
60,1,GEN_422002_BALIMELA_220_5
60,1,GEN_422002_BALIMELA_220_6
75,1,GEN_422002_BALIMELA_220_7
75,1,GEN_422002_BALIMELA_220_8
80,1,GEN_422003_UPKOLAB_220_1
80,1,GEN_422003_UPKOLAB_220_2
80,1,GEN_422003_UPKOLAB_220_3
80,1,GEN_422003_UPKOLAB_220_4
110,1,GEN_422008_TALCHER-OD_220_1
110,1,GEN_422008_TALCHER-OD_220_2
50,1,GEN_422010_RENGL-PS_220_1
50,1,GEN_422010_RENGL-PS_220_2
50,1,GEN_422010_RENGL-PS_220_3
50,1,GEN_422010_RENGL-PS_220_4
50,1,GEN_422010_RENGL-PS_220_5
210,1,GEN_422020_IBTPS2_220_1
210,1,GEN_422020_IBTPS2_220_2
120,0,GEN_422030_NALCO2_220_1
120,0,GEN_422030_NALCO2_220_2
120,0,GEN_422030_NALCO2_220_3
120,0,GEN_422030_NALCO2_220_4
120,0,GEN_422030_NALCO2_220_5
120,0,GEN_422030_NALCO2_220_6
120,0,GEN_422030_NALCO2_220_7
120,0,GEN_422030_NALCO2_220_8
120,0,GEN_422030_NALCO2_220_9
120,0,GEN_422605_BSSL_220_1
120,0,GEN_422605_BSSL_220_2
120,0,GEN_422606_JINSTL_220_1
120,0,GEN_422606_JINSTL_220_2
120,0,GEN_422607_TSIL_220_1
465,0,GEN_422609_STERLT2_220_2
120,0,GEN_422610_VEDANT_220_1
120,0,GEN_422610_VEDANT_220_2
120,0,GEN_422610_VEDANT_220_3
120,0,GEN_422610_VEDANT_220_4
120,0,GEN_422610_VEDANT_220_5
120,0,GEN_422610_VEDANT_220_6
120,0,GEN_422610_VEDANT_220_7
350,0,GEN_424023_KVK_400_1
350,0,GEN_424023_KVK_400_2
350,0,GEN_424023_KVK_400_3
525,1,GEN_424026_MONNET_400_1
525,1,GEN_424026_MONNET_400_2
600,1,GEN_424027_STERLITE_400_1
600,1,GEN_424027_STERLITE_400_2
600,1,GEN_424027_STERLITE_400_3
600,1,GEN_424027_STERLITE_400_4
660,1,GEN_424028_LANCOBDN_400_1
660,1,GEN_424028_LANCOBDN_400_2
350,1,GEN_424029_GMR_400_1
350,1,GEN_424029_GMR_400_2
350,1,GEN_424029_GMR_400_3
350,1,GEN_424029_GMR_400_4
600,1,GEN_424030_JINDAL-JITPL_400_1
600,1,GEN_424030_JINDAL-JITPL_400_2
525,0,GEN_424034_NAVABHA1_400_1
525,0,GEN_424034_NAVABHA1_400_2
350,1,GEN_424035_IND-BHARATH_400_1
350,1,GEN_424035_IND-BHARATH_400_2
660,1,GEN_424118_TALCHER-III_400_1
660,1,GEN_424118_TALCHER-III_400_2
660,1,GEN_424128_OPGC_400_4
660,1,GEN_424128_OPGC_400_5
660,1,GEN_424129_NSL-ODISHA_400_1
660,1,GEN_424129_NSL-ODISHA_400_2
660,0,GEN_428000_ODISHAUMPP8_765_1
660,0,GEN_428000_ODISHAUMPP8_765_2
660,0,GEN_428000_ODISHAUMPP8_765_3
660,0,GEN_428001_OD-UMPP-SPLT_765_1
660,0,GEN_428001_OD-UMPP-SPLT_765_2
660,0,GEN_428001_OD-UMPP-SPLT_765_3
800,1,GEN_428072_DARLIPALLI_765_1
800,1,GEN_428072_DARLIPALLI_765_2
660,1,GEN_428092_TALCHERGST3_765_1
660,1,GEN_428092_TALCHERGST3_765_2
800,1,GEN_428093_OTPCLTPS_765_1
800,1,GEN_428093_OTPCLTPS_765_2
60,0,GEN_431015_HOWRAH-DVC_132_1
22,0,GEN_431015_HOWRAH-DVC_132_2
22,0,GEN_431015_HOWRAH-DVC_132_3
20,1,GEN_431018_MAITHON-HYDR_132_1
20,1,GEN_431018_MAITHON-HYDR_132_2
23.2,1,GEN_431018_MAITHON-HYDR_132_3
40,1,GEN_431019_PANCHET-HYDR_132_1
40,1,GEN_431019_PANCHET-HYDR_132_2
30,1,GEN_431021_MAITHONGT_132_1
30,1,GEN_431021_MAITHONGT_132_2
30,1,GEN_431021_MAITHONGT_132_3
130,1,GEN_431107_CHANDRPR-TPS_132_1
130,1,GEN_431107_CHANDRPR-TPS_132_2
130,1,GEN_431107_CHANDRPR-TPS_132_3
40,1,GEN_431662_CRSTPOW_132_1
210,1,GEN_432001_BOKARO-TPS_220_1
210,1,GEN_432001_BOKARO-TPS_220_2
210,1,GEN_432001_BOKARO-TPS_220_3
250,1,GEN_432007_CHANDRPR-TPS_220_4
250,1,GEN_432007_CHANDRPR-TPS_220_5
210,1,GEN_432020_MEJIA2_220_1
210,1,GEN_432020_MEJIA2_220_2
210,1,GEN_432020_MEJIA2_220_3
210,1,GEN_432020_MEJIA2_220_4
250,1,GEN_432020_MEJIA2_220_5
250,1,GEN_432020_MEJIA2_220_6
210,1,GEN_432212_WARIA2_220_1
