Transformer,Node From,Node To,kV.From,kV.To,Rating,Resistance,Reactance,Status
362073_361038_3_tfmr,362073_NAGDA-21_220,361038_NAGDA1_132,220,132,125,0,0.125,1
362052_361039_1_tfmr,362052_ASHTA_220,361039_ASHTA_132,220,132,160,0,0.125,1
362052_361039_2_tfmr,362052_ASHTA_220,361039_ASHTA_132,220,132,160,0,0.125,1
362063_361040_1_tfmr,362063_BADNAGAR_220,361040_BADNAGR_132,220,132,160,0,0.125,1
362063_361040_2_tfmr,362063_BADNAGAR_220,361040_BADNAGR_132,220,132,160,0,0.125,1
362045_361041_1_tfmr,362045_BADO2_220,361041_BADOD_132,220,132,160,0,0.125,1
362045_361041_2_tfmr,362045_BADO2_220,361041_BADOD_132,220,132,160,0,0.125,1
362064_361042_1_tfmr,362064_BAIRAGAR_220,361042_BAIRAGRH_132,220,132,160,0,0.125,1
362064_361042_2_tfmr,362064_BAIRAGAR_220,361042_BAIRAGRH_132,220,132,160,0,0.125,1
362089_361043_1_tfmr,362089_BETULGIS_220,361043_BETUL_132,220,132,160,0,0.125,1
362065_361044_1_tfmr,362065_BHOPAL_220,361044_BHOPAL_132,220,132,160,0,0.125,1
362065_361044_2_tfmr,362065_BHOPAL_220,361044_BHOPAL_132,220,132,160,0,0.125,1
362065_361044_3_tfmr,362065_BHOPAL_220,361044_BHOPAL_132,220,132,120,0,0.125,1
362066_361045_1_tfmr,362066_BIRSNGPR_220,361045_BIRSNGPR_132,220,132,160,0,0.125,1
362053_361046_1_tfmr,362053_CHEGAON_220,361046_CHEGAON_132,220,132,160,0,0.125,1
362053_361046_2_tfmr,362053_CHEGAON_220,361046_CHEGAON_132,220,132,160,0,0.125,1
362030_361048_1_tfmr,362030_DAMOH2_220,361048_DAMOH_132,220,132,160,0,0.125,1
362030_361048_2_tfmr,362030_DAMOH2_220,361048_DAMOH_132,220,132,160,0,0.125,1
362030_361048_3_tfmr,362030_DAMOH2_220,361048_DAMOH_132,220,132,120,0,0.125,1
362049_361049_1_tfmr,362049_GUNA2_220,361049_GUNA_132,220,132,160,0,0.125,1
362049_361049_2_tfmr,362049_GUNA2_220,361049_GUNA_132,220,132,160,0,0.125,1
362068_361050_1_tfmr,362068_HANDIYA_220,361050_HANDIYA_132,220,132,160,0,0.125,1
362068_361050_2_tfmr,362068_HANDIYA_220,361050_HANDIYA_132,220,132,160,0,0.125,1
362059_361051_1_tfmr,362059_HOSHNGBD_220,361051_HOSHNGBD_132,220,132,160,0,0.125,1
362020_361052_1_tfmr,362020_ITARS2_220,361052_ITARSI_132,220,132,160,0,0.125,1
362020_361052_2_tfmr,362020_ITARS2_220,361052_ITARSI_132,220,132,120,0,0.125,1
362040_361053_1_tfmr,362040_MALNP2_220,361053_MALANPUR_132,220,132,160,0,0.125,1
362040_361053_2_tfmr,362040_MALNP2_220,361053_MALANPUR_132,220,132,160,0,0.125,1
362069_361054_1_tfmr,362069_MANDIDEP_220,361054_MANDIDEP_132,220,132,160,0,0.125,1
362041_361055_1_tfmr,362041_MEHGAON2_220,361055_MEHGAON_132,220,132,160,0,0.125,1
362041_361055_2_tfmr,362041_MEHGAON2_220,361055_MEHGAON_132,220,132,160,0,0.125,1
362024_361056_1_tfmr,362024_NARSP2_220,361056_NARSNGPR_132,220,132,160,0,0.125,1
362024_361056_2_tfmr,362024_NARSP2_220,361056_NARSNGPR_132,220,132,160,0,0.125,1
362047_361057_1_tfmr,362047_PAND2_220,361057_PANDHURN_132,220,132,160,0,0.125,1
362070_361058_1_tfmr,362070_PIPARIYA_220,361058_PIPARIYA_132,220,132,160,0,0.125,1
362056_361059_1_tfmr,362056_SABALGRH_220,361059_SABALGRH_132,220,132,160,0,0.125,1
362056_361059_2_tfmr,362056_SABALGRH_220,361059_SABALGRH_132,220,132,160,0,0.125,1
362058_361060_1_tfmr,362058_SAGAR_220,361060_SAGAR_132,220,132,160,0,0.125,1
362058_361060_2_tfmr,362058_SAGAR_220,361060_SAGAR_132,220,132,160,0,0.125,1
362055_361061_1_tfmr,362055_SARNI_220,361061_SARNI_132,220,132,100,0,0.125,1
362055_361061_2_tfmr,362055_SARNI_220,361061_SARNI_132,220,132,100,0,0.125,1
362048_361062_1_tfmr,362048_SHIVPURI_220,361062_SHIVPURI_132,220,132,160,0,0.125,1
362023_361063_1_tfmr,362023_SHUJP2_220,361063_SHUJALPR_132,220,132,160,0,0.125,1
362023_361063_2_tfmr,362023_SHUJP2_220,361063_SHUJALPR_132,220,132,160,0,0.125,1
362023_361063_3_tfmr,362023_SHUJP2_220,361063_SHUJALPR_132,220,132,160,0,0.125,1
362062_361064_1_tfmr,362062_SIDHI_220,361064_SIDHI_132,220,132,160,0,0.125,1
362060_361065_1_tfmr,362060_TIKAMGD_220,361065_TIKAMGAD_132,220,132,160,0,0.125,1
362060_361065_2_tfmr,362060_TIKAMGD_220,361065_TIKAMGAD_132,220,132,160,0,0.125,1
362075_361095_1_tfmr,362075_CHATRPR_220,361095_CHATARPR_132,220,132,160,0,0.125,1
362044_361099_1_tfmr,362044_RAJMP2_220,361099_RAJGRH_M_132,220,132,160,0,0.125,1
362044_361099_2_tfmr,362044_RAJMP2_220,361099_RAJGRH_M_132,220,132,160,0,0.125,1
362079_361164_1_tfmr,362079_DALODA_220,361164_DALODA_132,220,132,160,0,0.125,1
362074_361169_1_tfmr,362074_RAJG(B)_220,361169_RAJGARH_132,220,132,160,0,0.125,1
362074_361169_2_tfmr,362074_RAJG(B)_220,361169_RAJGARH_132,220,132,160,0,0.125,1
362076_361211_1_tfmr,362076_VIDISHA_220,361211_VIDISHA_132,220,132,160,0,0.125,1
362076_361211_2_tfmr,362076_VIDISHA_220,361211_VIDISHA_132,220,132,160,0,0.125,1
362078_361224_1_tfmr,362078_CHIKHALI_220,361224_CHICHLI_132,220,132,160,0,0.125,1
362035_361245_1_tfmr,362035_DEWAS_220,361245_DEWAS_132,220,132,160,0,0.125,1
362035_361245_2_tfmr,362035_DEWAS_220,361245_DEWAS_132,220,132,160,0,0.125,1
372005_371002_1_tfmr,372005_PARLI2_220,371002_PARLI1_132,220,132,400,0,0.125,1
372048_371003_1_tfmr,372048_AMRAVATI_220,371003_AMRAV1_132,220,132,200,0,0.125,1
372048_371003_2_tfmr,372048_AMRAVATI_220,371003_AMRAV1_132,220,132,200,0,0.125,1
372197_371006_1_tfmr,372197_BHUSWL-2_220,371006_BHUSA1_132,220,132,100,0,0.125,1
372197_371006_2_tfmr,372197_BHUSWL-2_220,371006_BHUSA1_132,220,132,100,0,0.125,1
374010_371006_1_tfmr,374010_BHUSAWAL-I_400,371006_BHUSA1_132,400,132,200,0,0.125,1
374010_371006_2_tfmr,374010_BHUSAWAL-I_400,371006_BHUSA1_132,400,132,200,0,0.125,1
372047_371007_1_tfmr,372047_AMBAZ2_220,371007_AMBAZ1_132,220,132,200,0,0.125,1
372047_371007_2_tfmr,372047_AMBAZ2_220,371007_AMBAZ1_132,220,132,250,0,0.125,1
372039_371008_1_tfmr,372039_AHMED2_220,371008_AHMED1_132,220,132,100,0,0.125,1
372039_371008_2_tfmr,372039_AHMED2_220,371008_AHMED1_132,220,132,200,0,0.125,1
372196_371009_1_tfmr,372196_BABLSWR2_220,371009_BABLE1_132,220,132,200,0,0.125,1
372196_371009_2_tfmr,372196_BABLSWR2_220,371009_BABLE1_132,220,132,100,0,0.125,1
372196_371009_3_tfmr,372196_BABLSWR2_220,371009_BABLE1_132,220,132,100,0,0.125,1
372071_371013_1_tfmr,372071_HINGNGHT_220,371013_HINGN1_132,220,132,80,0,0.125,1
372056_371014_1_tfmr,372056_KANHN2_220,371014_KANHA1_132,220,132,100,0,0.125,1
372056_371014_2_tfmr,372056_KANHN2_220,371014_KANHA1_132,220,132,100,0,0.125,1
372049_371015_1_tfmr,372049_BHANDARA_220,371015_BHAND1_132,220,132,150,0,0.125,1
372049_371015_2_tfmr,372049_BHANDARA_220,371015_BHAND1_132,220,132,100,0,0.125,1
372084_371016_1_tfmr,372084_BEED2_220,371016_BEED1_132,220,132,200,0,0.125,1
372084_371016_2_tfmr,372084_BEED2_220,371016_BEED1_132,220,132,200,0,0.125,1
372022_371017_1_tfmr,372022_AKOLA2_220,371017_AKOLA1_132,220,132,150,0,0.125,1
372022_371017_2_tfmr,372022_AKOLA2_220,371017_AKOLA1_132,220,132,150,0,0.125,1
372080_371018_1_tfmr,372080_PADEGAON_220,371018_PADEGN_132,220,132,100,0,0.125,1
372080_371018_2_tfmr,372080_PADEGAON_220,371018_PADEGN_132,220,132,100,0,0.125,1
372065_371019_1_tfmr,372065_ALEPHAT_220,371019_ALEPHATA_132,220,132,100,0,0.125,1
372065_371019_2_tfmr,372065_ALEPHAT_220,371019_ALEPHATA_132,220,132,100,0,0.125,1
372026_371020_1_tfmr,372026_BARAMATI_220,371020_BARAMATI_132,220,132,50,0,0.125,1
372061_371021_1_tfmr,372061_BOISA2_220,371021_BOISAR_132,220,132,200,0,0.125,1
372061_371021_2_tfmr,372061_BOISA2_220,371021_BOISAR_132,220,132,150,0,0.125,1
372061_371021_3_tfmr,372061_BOISA2_220,371021_BOISAR_132,220,132,150,0,0.125,1
372050_371022_1_tfmr,372050_CHALI2_220,371022_CHALISG_132,220,132,100,0,0.125,1
372050_371022_2_tfmr,372050_CHALI2_220,371022_CHALISG_132,220,132,100,0,0.125,1
372035_371023_1_tfmr,372035_CHINC2_220,371023_CHINCWAD_132,220,132,50,0,0.125,1
372035_371023_2_tfmr,372035_CHINC2_220,371023_CHINCWAD_132,220,132,50,0,0.125,1
372035_371023_3_tfmr,372035_CHINC2_220,371023_CHINCWAD_132,220,132,50,0,0.125,1
372098_371024_1_tfmr,372098_CHITEGN_220,371024_CHITEGN_132,220,132,100,0,0.125,1
372098_371024_2_tfmr,372098_CHITEGN_220,371024_CHITEGN_132,220,132,100,0,0.125,1
372064_371025_1_tfmr,372064_CHIKHAL_220,371025_CHIKHLI_132,220,132,100,0,0.125,1
372064_371025_2_tfmr,372064_CHIKHAL_220,371025_CHIKHLI_132,220,132,100,0,0.125,1
372008_371026_1_tfmr,372008_DHULE2_220,371026_DHULE_132,220,132,150,0,0.125,1
372008_371026_2_tfmr,372008_DHULE2_220,371026_DHULE_132,220,132,100,0,0.125,1
372069_371027_1_tfmr,372069_DONDAICH_220,371027_DONDAICH_132,220,132,100,0,0.125,1
372069_371027_2_tfmr,372069_DONDAICH_220,371027_DONDAICH_132,220,132,100,0,0.125,1
372189_371028_1_tfmr,372189_DOMBVALI_220,371028_DOMBIVLI_132,220,132,200,0,0.125,1
372189_371028_2_tfmr,372189_DOMBVALI_220,371028_DOMBIVLI_132,220,132,200,0,0.125,1
372100_371029_1_tfmr,372100_GADCHNDR_220,371029_GADCHNDR_132,220,132,50,0,0.125,1
372191_371030_1_tfmr,372191_HIRANGL_220,371030_HIRANGL_132,220,132,200,0,0.125,1
372191_371030_2_tfmr,372191_HIRANGL_220,371030_HIRANGL_132,220,132,200,0,0.125,1
372097_371031_1_tfmr,372097_JALNA_220,371031_JALNA_132,220,132,200,0,0.125,1
372097_371031_2_tfmr,372097_JALNA_220,371031_JALNA_132,220,132,200,0,0.125,1
372083_371032_1_tfmr,372083_JEUR_220,371032_JEUR_132,220,132,100,0,0.125,1
372137_371033_1_tfmr,372137_KAULWADA_220,371033_KAULWAD_132,220,132,200,0,0.125,1
372137_371033_2_tfmr,372137_KAULWADA_220,371033_KAULWAD_132,220,132,100,0,0.125,1
372031_371034_1_tfmr,372031_KANDA2_220,371034_KANDALGN_132,220,132,50,0,0.125,1
372031_371034_2_tfmr,372031_KANDA2_220,371034_KANDALGN_132,220,132,100,0,0.125,1
372171_371035_1_tfmr,372171_KHAREPTN_220,371035_KHAREPTN_132,220,132,100,0,0.125,1
372171_371035_2_tfmr,372171_KHAREPTN_220,371035_KHAREPTN_132,220,132,50,0,0.125,1
372125_371036_1_tfmr,372125_KURKUMB_220,371036_KURKUMB_132,220,132,200,0,0.125,1
372032_371037_1_tfmr,372032_LONAND_220,371037_LONAND_132,220,132,63,0,0.125,1
372032_371037_2_tfmr,372032_LONAND_220,371037_LONAND_132,220,132,115,0,0.125,1
372032_371037_3_tfmr,372032_LONAND_220,371037_LONAND_132,220,132,200,0,0.125,1
372054_371038_1_tfmr,372054_MALGN2_220,371038_MALEGAON_132,220,132,100,0,0.125,1
372155_371039_1_tfmr,372155_MALINAG_220,371039_MALINAG_132,220,132,100,0,0.125,1
372055_371040_1_tfmr,372055_MIRAJ2_220,371040_MIRAJ_132,220,132,100,0,0.125,1
372055_371040_2_tfmr,372055_MIRAJ2_220,371040_MIRAJ_132,220,132,100,0,0.125,1
372055_371040_3_tfmr,372055_MIRAJ2_220,371040_MIRAJ_132,220,132,100,0,0.125,1
372044_371041_1_tfmr,372044_NANDE2_220,371041_NANDED_132,220,132,200,0,0.125,1
372044_371041_2_tfmr,372044_NANDE2_220,371041_NANDED_132,220,132,200,0,0.125,1
372051_371042_1_tfmr,372051_NASIK2_220,371042_NASIK_132,220,132,150,0,0.125,1
372051_371042_2_tfmr,372051_NASIK2_220,371042_NASIK_132,220,132,100,0,0.125,1
372058_371043_1_tfmr,372058_PANDHRPR_220,371043_PANDHRPR_132,220,132,100,0,0.125,1
372057_371044_1_tfmr,372057_PARBH2_220,371044_PARBHANI_132,220,132,100,0,0.125,1
372057_371044_2_tfmr,372057_PARBH2_220,371044_PARBHANI_132,220,132,100,0,0.125,1
372158_371045_1_tfmr,372158_PETH_220,371045_PETH_132,220,132,50,0,0.125,1
372131_371046_1_tfmr,372131_PHURSUNG_220,371046_PHURSUNG_132,220,132,200,0,0.125,1
372131_371046_2_tfmr,372131_PHURSUNG_220,371046_PHURSUNG_132,220,132,200,0,0.125,1
372045_371047_1_tfmr,372045_PUSAD2_220,371047_PUSAD_132,220,132,100,0,0.125,1
372045_371047_2_tfmr,372045_PUSAD2_220,371047_PUSAD_132,220,132,100,0,0.125,1
372066_371048_1_tfmr,372066_RANJANGN_220,371048_RAJANGN_132,220,132,100,0,0.125,1
372066_371048_2_tfmr,372066_RANJANGN_220,371048_RAJANGN_132,220,132,100,0,0.125,1
372075_371049_1_tfmr,372075_SATANA_220,371049_SATANA_132,220,132,200,0,0.125,1
372016_371050_1_tfmr,372016_SHOLA2_220,371050_SHOLAPR_132,220,132,200,0,0.125,1
372016_371050_2_tfmr,372016_SHOLA2_220,371050_SHOLAPR_132,220,132,150,0,0.125,1
372016_371050_3_tfmr,372016_SHOLA2_220,371050_SHOLAPR_132,220,132,100,0,0.125,1
372037_371051_1_tfmr,372037_THEUR2_220,371051_THEUR_132,220,132,200,0,0.125,1
372037_371051_2_tfmr,372037_THEUR2_220,371051_THEUR_132,220,132,150,0,0.125,1
372101_371052_1_tfmr,372101_VIRUR_220,371052_VIRUR_132,220,132,100,0,0.125,1
372101_371052_2_tfmr,372101_VIRUR_220,371052_VIRUR_132,220,132,100,0,0.125,1
372046_371053_1_tfmr,372046_WARDH2_220,371053_WARDHA_132,220,132,100,0,0.125,1
372070_371054_1_tfmr,372070_SHAHADA_220,371054_SHAHADA_132,220,132,100,0,0.125,1
372149_371055_1_tfmr,372149_RAYMND-S_220,371055_RAYMOND_132,220,132,200,0,0.125,1
372149_371055_2_tfmr,372149_RAYMND-S_220,371055_RAYMOND_132,220,132,200,0,0.125,1
372176_371056_1_tfmr,372176_SUN-FLEG_220,371056_SUN-FLEG_132,220,132,100,0,0.125,1
372108_371057_1_tfmr,372108_KALM2_220,371057_KALMSHWR_132,220,132,200,0,0.125,1
372108_371057_2_tfmr,372108_KALM2_220,371057_KALMSHWR_132,220,132,200,0,0.125,1
372112_371058_1_tfmr,372112_BHENDA_220,371058_BHENDA_132,220,132,100,0,0.125,1
372114_371059_1_tfmr,372114_AMALNER_220,371059_AMALNER_132,220,132,100,0,0.125,1
372114_371059_2_tfmr,372114_AMALNER_220,371059_AMALNER_132,220,132,100,0,0.125,1
372160_371060_1_tfmr,372160_WATHAR_220,371060_WATHAR_132,220,132,100,0,0.125,1
372160_371060_2_tfmr,372160_WATHAR_220,371060_WATHAR_132,220,132,100,0,0.125,1
372141_371061_1_tfmr,372141_HINGOLI_220,371061_HINGOLI_132,220,132,100,0,0.125,1
372141_371061_2_tfmr,372141_HINGOLI_220,371061_HINGOLI_132,220,132,100,0,0.125,1
372036_371062_1_tfmr,372036_PARVA2_220,371062_PARVATI_132,220,132,200,0,0.125,1
372036_371062_2_tfmr,372036_PARVA2_220,371062_PARVATI_132,220,132,200,0,0.125,1
372186_371063_1_tfmr,372186_PARANDA_220,371063_PARANDA_132,220,132,100,0,0.125,1
372216_371076_1_tfmr,372216_MUNGELI_220,371076_TALEGAON_132,220,132,100,0,0.125,1
374031_371123_1_tfmr,374031_MAUDA_400,371123_MAUDA_132,400,132,200,0,0.125,0
372192_371183_1_tfmr,372192_GADCHRLI_220,371183_GADCHRLI_132,220,132,50,0,0.125,1
372192_371183_2_tfmr,372192_GADCHRLI_220,371183_GADCHRLI_132,220,132,100,0,0.125,1
372215_371210_1_tfmr,372215_PHALTAN_220,371210_PHALTAN_132,220,132,100,0,0.125,1
372201_371296_1_tfmr,372201_KARAD-2_220,371296_KARAD_132,220,132,100,0,0.125,1
372201_371296_2_tfmr,372201_KARAD-2_220,371296_KARAD_132,220,132,50,0,0.125,1
372201_371296_3_tfmr,372201_KARAD-2_220,371296_KARAD_132,220,132,75,0,0.125,1
372409_371413_1_tfmr,372409_BHOSE_220,371413_BHOSE_132,220,132,100,0,0.125,1
412028_411000_1_tfmr,412028_MOHANIA_220,411000_PUSAULI-BSEB_132,220,132,320,0,0.037,0
412001_411001_1_tfmr,412001_KANTI_220,411001_KANTI_132,220,132,300,0,0.04,1
412013_411002_1_tfmr,412013_SAMASTIPUR_220,411002_SAMASTIPUR_132,220,132,320,0,0.037,1
412003_411003_1_tfmr,412003_HAZIPUR_220,411003_HAZIPUR_132,220,132,200,0,0.0625,1
412004_411004_1_tfmr,412004_FATUHA_220,411004_FATUHA_132,220,132,300,0,0.04,1
412005_411005_1_tfmr,412005_BIHARSHARIF_220,411005_BIHARSARIF_132,220,132,450,0,0.025,1
412006_411006_1_tfmr,412006_KHAGAUL_220,411006_KHAGAUL_132,220,132,450,0,0.025,1
412075_411007_1_tfmr,412075_JAKKANPUR_220,411007_JAKKANPUR_132,220,132,320,0,0.037,1
412009_411009_1_tfmr,412009_DEHRI_220,411009_DEHRI_132,220,132,350,0,0.035,1
414010_411010_1_tfmr,414010_KAHALGAON-B_400,411010_KAHALGN-BSEB_132,400,132,200,0,0.07,1
414010_411010_2_tfmr,414010_KAHALGAON-B_400,411010_KAHALGN-BSEB_132,400,132,200,0,0.07,1
412017_411017_1_tfmr,412017_PURNEA-PG_220,411017_PURNEA-PG_132,220,132,300,0,0.04,1
412021_411021_1_tfmr,412021_PURNEA-BSEB_220,411021_PURNEA-BSEB_132,220,132,200,0,0.0625,1
412024_411024_1_tfmr,412024_BIHTA_220,411024_BIHTA_132,220,132,320,0,0.037,1
412027_411027_1_tfmr,412027_MITHAPUR_220,411027_MITHAPUR_132,220,132,320,0,0.037,1
412028_411035_1_tfmr,412028_MOHANIA_220,411035_MOHANIA_132,220,132,320,0,0.037,1
412045_411046_1_tfmr,412045_ARRAH-PG_220,411046_ARRAH-PG_132,220,132,200,0,0.01,1
412057_411057_1_tfmr,412057_DARBHANGA_220,411057_DARBHANGA_132,220,132,200,0,0.0625,1
414091_411063_1_tfmr,414091_BANKA_400,411063_BANKA_132,400,132,200,0,0.0625,1
414091_411063_2_tfmr,414091_BANKA_400,411063_BANKA_132,400,132,200,0,0.0625,0
414090_411064_1_tfmr,414090_LAKHISARA-PG_400,411064_LAKHISRA-PG_132,400,132,200,0,0.0625,1
414090_411064_2_tfmr,414090_LAKHISARA-PG_400,411064_LAKHISRA-PG_132,400,132,200,0,0.0625,1
412085_411065_1_tfmr,412085_CHAPRA_220,411065_CHAPRA_132,220,132,320,0,0.037,1
412067_411068_1_tfmr,412067_GOPALGANJ_220,411068_GOPALGANJ_132,220,132,200,0,0.06,1
414068_411070_1_tfmr,414068_MOTIHARI_400,411070_MOTIHARI-NEW_132,400,132,400,0,0.03,1
412076_411076_1_tfmr,412076_SABOUR-NEW_220,411076_SABOUR_132,220,132,400,0,0.03,1
412077_411077_1_tfmr,412077_JAMALPUR_220,411077_JAMALPUR_132,220,132,400,0,0.03,1
412102_411080_1_tfmr,412102_KISH-NW-BSEB_220,411080_KISH-NW-BSEB_132,220,132,160,0,0.078,1
412207_411107_1_tfmr,412207_NAWADA_220,411107_NAWADA_132,220,132,320,0,0.037,1
412214_411114_1_tfmr,412214_SKMCH_220,411114_SKMCH_132,220,132,320,0,0.037,1
412215_411115_1_tfmr,412215_SHEKHPURA_220,411115_SHEKHPURA_132,220,132,400,0,0.03,1
412217_411117_1_tfmr,412217_BHIKANPURA_220,411117_BHIKANPURA_132,220,132,320,0,0.037,1
422008_421008_1_tfmr,422008_TALCHER-OD_220,421008_TALCHER-OD_132,220,132,160,0,0.125,1
422008_421008_2_tfmr,422008_TALCHER-OD_220,421008_TALCHER-OD_132,220,132,160,0,0.125,1
422011_421099_1_tfmr,422011_KARANJIA2_220,421099_KARNJIA1-NEW_132,220,132,160,0,0.125,0
422011_421099_2_tfmr,422011_KARANJIA2_220,421099_KARNJIA1-NEW_132,220,132,160,0,0.125,0
422502_421503_1_tfmr,422502_JEYNGAR_220,421503_JEYNGAR1_132,220,132,100,0,0.125,1
422502_421503_2_tfmr,422502_JEYNGAR_220,421503_JEYNGAR1_132,220,132,100,0,0.125,1
422505_421506_1_tfmr,422505_THRUVLI_220,421506_THRUVLI1_132,220,132,100,0,0.125,1
422505_421506_2_tfmr,422505_THRUVLI_220,421506_THRUVLI1_132,220,132,100,0,0.125,1
422507_421508_1_tfmr,422507_BHANJNAGAR_220,421508_BHANJNAGAR_132,220,132,100,0,0.125,1
422507_421508_2_tfmr,422507_BHANJNAGAR_220,421508_BHANJNAGAR_132,220,132,160,0,0.125,1
422523_421524_1_tfmr,422523_TARKERA_220,421524_TARKERA_132,220,132,100,0,0.125,1
422523_421524_2_tfmr,422523_TARKERA_220,421524_TARKERA_132,220,132,100,0,0.125,1
422523_421524_3_tfmr,422523_TARKERA_220,421524_TARKERA_132,220,132,100,0,0.125,1
422523_421524_4_tfmr,422523_TARKERA_220,421524_TARKERA_132,220,132,100,0,0.125,1
422525_421526_1_tfmr,422525_JODA2_220,421526_JODA1_132,220,132,100,0,0.125,1
422525_421526_2_tfmr,422525_JODA2_220,421526_JODA1_132,220,132,100,0,0.125,1
422528_421529_1_tfmr,422528_CHANDKA_220,421529_CHANDKA1_132,220,132,100,0,0.125,1
422528_421529_2_tfmr,422528_CHANDKA_220,421529_CHANDKA1_132,220,132,100,0,0.125,1
422528_421529_3_tfmr,422528_CHANDKA_220,421529_CHANDKA1_132,220,132,100,0,0.125,1
422528_421529_4_tfmr,422528_CHANDKA_220,421529_CHANDKA1_132,220,132,100,0,0.125,1
422598_421537_1_tfmr,422598_BHADRAK_220,421537_BHADRAK_132,220,132,100,0,0.125,1
422598_421537_2_tfmr,422598_BHADRAK_220,421537_BHADRAK_132,220,132,100,0,0.125,1
422540_421541_1_tfmr,422540_DUBURI_220,421541_DUBURI_132,220,132,100,0,0.125,1
422540_421541_2_tfmr,422540_DUBURI_220,421541_DUBURI_132,220,132,100,0,0.125,1
422540_421541_3_tfmr,422540_DUBURI_220,421541_DUBURI_132,220,132,100,0,0.125,1
422543_421544_1_tfmr,422543_BALASOR_220,421544_BALASOR_132,220,132,100,0,0.125,1
422543_421544_2_tfmr,422543_BALASOR_220,421544_BALASOR_132,220,132,100,0,0.125,1
422543_421544_3_tfmr,422543_BALASOR_220,421544_BALASOR_132,220,132,100,0,0.125,1
422589_421551_1_tfmr,422589_BIDANASI_220,421551_BIDANASI_132,220,132,100,0,0.125,1
422589_421551_2_tfmr,422589_BIDANASI_220,421551_BIDANASI_132,220,132,100,0,0.125,1
422015_421557_1_tfmr,422015_BUDHIPADAR_220,421557_BUDPATR1_132,220,132,160,0,0.125,1
422015_421557_2_tfmr,422015_BUDHIPADAR_220,421557_BUDPATR1_132,220,132,160,0,0.125,1
422588_421565_1_tfmr,422588_PARADIP_220,421565_PARADIP_132,220,132,100,0,0.125,1
422588_421565_2_tfmr,422588_PARADIP_220,421565_PARADIP_132,220,132,100,0,0.125,1
422575_421576_1_tfmr,422575_NARENDRAPUR_220,421576_NRNPUR1_132,220,132,160,0,0.125,1
422575_421576_2_tfmr,422575_NARENDRAPUR_220,421576_NRNPUR1_132,220,132,160,0,0.125,1
422595_421596_1_tfmr,422595_KATAPALI_220,421596_KATAPALI_132,220,132,100,0,0.125,1
422595_421596_2_tfmr,422595_KATAPALI_220,421596_KATAPALI_132,220,132,100,0,0.125,1
422584_421603_1_tfmr,422584_MERAMUNDLI_220,421603_NBVLBSSL_132,220,132,100,0,0.125,1
422584_421603_2_tfmr,422584_MERAMUNDLI_220,421603_NBVLBSSL_132,220,132,100,0,0.125,1
422584_421612_1_tfmr,422584_MERAMUNDLI_220,421612_MERAMUNDLI_132,220,132,100,0,0.125,1
422584_421612_2_tfmr,422584_MERAMUNDLI_220,421612_MERAMUNDLI_132,220,132,100,0,0.125,1
422704_421705_1_tfmr,422704_BARIPADA2_220,421705_BARIPADA1_132,220,132,160,0,0.125,1
422704_421705_2_tfmr,422704_BARIPADA2_220,421705_BARIPADA1_132,220,132,160,0,0.125,1
432060_431008_1_tfmr,432060_GOLA2_220,431008_GOLA_132,220,132,80,0,0.125,1
432060_431008_2_tfmr,432060_GOLA2_220,431008_GOLA_132,220,132,80,0,0.125,1
432010_431011_1_tfmr,432010_JAMSHEDPR-DV_220,431011_JAMSHEDPR-DV_132,220,132,150,0,0.125,1
432010_431011_2_tfmr,432010_JAMSHEDPR-DV_220,431011_JAMSHEDPR-DV_132,220,132,150,0,0.125,1
432212_431012_1_tfmr,432212_WARIA2_220,431012_WARIA1_132,220,132,150,0,0.125,1
432212_431012_2_tfmr,432212_WARIA2_220,431012_WARIA1_132,220,132,150,0,0.125,1
432212_431012_3_tfmr,432212_WARIA2_220,431012_WARIA1_132,220,132,150,0,0.125,1
432323_431024_1_tfmr,432323_KALYANSWRI_220,431024_KALYANSWRI_132,220,132,150,0,0.125,1
432323_431024_2_tfmr,432323_KALYANSWRI_220,431024_KALYANSWRI_132,220,132,150,0,0.125,1
432323_431024_3_tfmr,432323_KALYANSWRI_220,431024_KALYANSWRI_132,220,132,150,0,0.125,1
432040_431028_1_tfmr,432040_RAMGAR2_220,431028_RAMGARH_132,220,132,150,0,0.125,1
432040_431028_2_tfmr,432040_RAMGAR2_220,431028_RAMGARH_132,220,132,150,0,0.125,1
432035_431045_1_tfmr,432035_KODEMA_2_220,431045_KODERMA_132,220,132,150,0,0.125,1
432035_431045_2_tfmr,432035_KODEMA_2_220,431045_KODERMA_132,220,132,150,0,0.125,1
432034_431058_1_tfmr,432034_GIRDHI_2_220,431058_GIRID_132,220,132,150,0,0.125,1
432034_431058_2_tfmr,432034_GIRDHI_2_220,431058_GIRID_132,220,132,150,0,0.125,1
432033_431059_1_tfmr,432033_DHANBAD_2_220,431059_DHNABD_1_132,220,132,150,0,0.125,1
432033_431059_2_tfmr,432033_DHANBAD_2_220,431059_DHNABD_1_132,220,132,150,0,0.125,1
432001_431101_1_tfmr,432001_BOKARO-TPS_220,431101_BOKARO1_132,220,132,150,0,0.125,1
432001_431101_2_tfmr,432001_BOKARO-TPS_220,431101_BOKARO1_132,220,132,150,0,0.125,1
432007_431107_1_tfmr,432007_CHANDRPR-TPS_220,431107_CHANDRPR-TPS_132,220,132,100,0,0.125,1
